Date,Product,State,Channel,Quantity,Revenue,Cost,Profit
2022-06-01,Millet Noodles,Maharashtra,Online,223,36349.0,23488.17,12860.83
2022-06-01,Foxtail Millet,Bihar,Online,22,2046.0,1308.84,737.16
2022-06-01,Millet Noodles,Bihar,Distributor,220,67760.0,49600.98,18159.02
2022-06-01,Foxtail Millet,Tamil Nadu,Distributor,13,3133.0,2600.47,532.53
2022-06-01,Jowar Pasta,Karnataka,Retail,110,28270.0,21984.26,6285.74
2022-06-01,Jowar Pasta,Tamil Nadu,Retail,49,11270.0,7879.18,3390.82
2022-06-02,Ragi Flour,Karnataka,Retail,108,37476.0,23316.15,14159.85
2022-06-02,Millet Cookies,Delhi,Online,227,25197.0,17307.84,7889.16
2022-06-02,Millet Snacks,Maharashtra,Online,197,60085.0,49278.33,10806.67
2022-06-02,Millet Snacks,Gujarat,Retail,50,13500.0,10059.88,3440.12
2022-06-02,Foxtail Millet,Tamil Nadu,Distributor,106,15476.0,12154.78,3321.22
2022-06-02,Millet Noodles,Maharashtra,Online,129,12126.0,8900.75,3225.25
2022-06-02,Barnyard Millet,Gujarat,Retail,193,39565.0,29045.64,10519.36
2022-06-02,Millet Noodles,Gujarat,Retail,75,11925.0,7870.36,4054.64
2022-06-03,Millet Noodles,Karnataka,Retail,235,67680.0,46398.03,21281.97
2022-06-03,Foxtail Millet,UP,Retail,160,28800.0,21791.33,7008.67
2022-06-03,Barnyard Millet,Delhi,Distributor,93,16554.0,11860.99,4693.01
2022-06-03,Ragi Flour,Tamil Nadu,Retail,58,8178.0,5548.14,2629.86
2022-06-03,Bajra Mix,West Bengal,Online,27,6885.0,4397.86,2487.14
2022-06-03,Foxtail Millet,Maharashtra,Online,73,16571.0,11240.52,5330.48
2022-06-03,Jowar Pasta,Delhi,Online,234,24570.0,15797.25,8772.75
2022-06-03,Jowar Pasta,Delhi,Distributor,103,26574.0,18037.68,8536.32
2022-06-04,Foxtail Millet,Gujarat,Retail,240,56880.0,43099.8,13780.2
2022-06-04,Jowar Pasta,Rajasthan,Retail,164,35588.0,25547.37,10040.63
2022-06-04,Millet Snacks,West Bengal,Online,47,14805.0,12336.83,2468.17
2022-06-04,Millet Noodles,Rajasthan,Online,156,23868.0,16242.69,7625.31
2022-06-04,Foxtail Millet,Rajasthan,Online,48,16752.0,12096.29,4655.71
2022-06-04,Millet Noodles,Karnataka,Online,106,30952.0,24129.31,6822.69
2022-06-04,Foxtail Millet,Gujarat,Online,111,14985.0,9362.06,5622.94
2022-06-04,Millet Cookies,Delhi,Online,202,37976.0,28049.91,9926.09
2022-06-05,Millet Cookies,Gujarat,Retail,34,4488.0,3216.14,1271.86
2022-06-05,Jowar Pasta,Maharashtra,Distributor,219,47085.0,36459.32,10625.68
2022-06-05,Millet Noodles,Rajasthan,Retail,18,6246.0,4509.59,1736.41
2022-06-05,Barnyard Millet,Rajasthan,Distributor,85,21505.0,15818.43,5686.57
2022-06-05,Ragi Flour,UP,Retail,140,42980.0,33101.16,9878.84
2022-06-05,Foxtail Millet,Rajasthan,Distributor,245,28175.0,19425.17,8749.83
2022-06-05,Barnyard Millet,Bihar,Retail,12,1632.0,1331.68,300.32
2022-06-05,Millet Noodles,Gujarat,Online,158,38552.0,30867.7,7684.3
2022-06-06,Bajra Mix,UP,Distributor,226,42036.0,31153.95,10882.05
2022-06-06,Millet Noodles,UP,Retail,209,70433.0,44424.11,26008.89
2022-06-06,Bajra Mix,Delhi,Retail,102,18666.0,14680.1,3985.9
2022-06-06,Foxtail Millet,UP,Retail,127,16002.0,10121.91,5880.09
2022-06-06,Millet Snacks,Punjab,Retail,89,16999.0,10722.65,6276.35
2022-06-06,Barnyard Millet,West Bengal,Retail,82,27716.0,20820.15,6895.85
2022-06-06,Millet Noodles,Rajasthan,Retail,188,58092.0,45162.84,12929.16
2022-06-06,Foxtail Millet,West Bengal,Distributor,144,18864.0,13158.5,5705.5
2022-06-07,Jowar Pasta,Rajasthan,Distributor,75,8550.0,6729.13,1820.87
2022-06-07,Jowar Pasta,Bihar,Online,83,20086.0,12920.18,7165.82
2022-06-07,Jowar Pasta,UP,Retail,67,9514.0,7534.34,1979.66
2022-06-07,Bajra Mix,Delhi,Online,11,3223.0,2475.34,747.66
2022-06-07,Millet Cookies,Gujarat,Retail,202,60196.0,43042.41,17153.59
2022-06-07,Foxtail Millet,Karnataka,Retail,231,44814.0,29426.25,15387.75
2022-06-07,Barnyard Millet,Gujarat,Online,225,25425.0,16570.31,8854.69
2022-06-07,Jowar Pasta,Tamil Nadu,Online,218,72376.0,48581.19,23794.81
2022-06-08,Millet Noodles,Punjab,Distributor,20,5640.0,4433.39,1206.61
2022-06-08,Jowar Pasta,Karnataka,Online,78,12792.0,8753.5,4038.5
2022-06-08,Millet Snacks,Punjab,Distributor,187,56848.0,45664.15,11183.85
2022-06-08,Millet Snacks,Maharashtra,Online,58,6670.0,4423.99,2246.01
2022-06-08,Millet Noodles,Delhi,Retail,136,30056.0,22242.86,7813.14
2022-06-08,Foxtail Millet,Karnataka,Retail,10,2770.0,1832.15,937.85
2022-06-08,Millet Noodles,UP,Retail,192,58752.0,43080.05,15671.95
2022-06-08,Jowar Pasta,Bihar,Retail,137,15207.0,10941.75,4265.25
2022-06-09,Foxtail Millet,Karnataka,Retail,190,48070.0,30721.16,17348.84
2022-06-09,Millet Cookies,West Bengal,Distributor,187,48246.0,33796.22,14449.78
2022-06-09,Bajra Mix,West Bengal,Online,56,7168.0,4606.22,2561.78
2022-06-09,Bajra Mix,West Bengal,Retail,89,24653.0,18373.62,6279.38
2022-06-09,Ragi Flour,Bihar,Retail,11,3663.0,2276.57,1386.43
2022-06-09,Barnyard Millet,Bihar,Online,195,17745.0,11419.73,6325.27
2022-06-09,Jowar Pasta,West Bengal,Distributor,153,35037.0,25494.06,9542.94
2022-06-09,Barnyard Millet,Gujarat,Online,142,27690.0,19904.69,7785.31
2022-06-10,Jowar Pasta,Bihar,Retail,54,12204.0,9242.15,2961.85
2022-06-10,Millet Cookies,Karnataka,Distributor,18,2718.0,2230.62,487.38
2022-06-10,Foxtail Millet,Delhi,Distributor,162,37584.0,25912.61,11671.39
2022-06-10,Bajra Mix,Karnataka,Distributor,194,50634.0,41397.96,9236.04
2022-06-10,Jowar Pasta,Maharashtra,Online,123,18573.0,12226.07,6346.93
2022-06-10,Barnyard Millet,Rajasthan,Distributor,195,67080.0,44206.88,22873.12
2022-06-10,Millet Noodles,Punjab,Retail,239,68115.0,48430.81,19684.19
2022-06-10,Ragi Flour,Karnataka,Retail,17,3179.0,2527.06,651.94
2022-06-11,Barnyard Millet,West Bengal,Online,54,12204.0,7732.3,4471.7
2022-06-11,Ragi Flour,Maharashtra,Distributor,123,36039.0,28542.18,7496.82
2022-06-11,Bajra Mix,Punjab,Retail,39,5889.0,4193.94,1695.06
2022-06-11,Millet Cookies,Punjab,Online,150,48000.0,40174.03,7825.97
2022-06-11,Millet Snacks,Gujarat,Retail,139,46565.0,29450.39,17114.61
2022-06-11,Millet Noodles,Delhi,Distributor,86,17114.0,12429.72,4684.28
2022-06-11,Bajra Mix,Rajasthan,Online,136,34136.0,25950.41,8185.59
2022-06-11,Millet Snacks,UP,Distributor,64,5888.0,4265.25,1622.75
2022-06-12,Barnyard Millet,Tamil Nadu,Retail,207,57339.0,43061.09,14277.91
2022-06-12,Bajra Mix,Bihar,Distributor,20,4700.0,3063.22,1636.78
2022-06-12,Millet Noodles,Karnataka,Distributor,53,14310.0,9616.67,4693.33
2022-06-12,Bajra Mix,Tamil Nadu,Distributor,66,13464.0,10870.13,2593.87
2022-06-12,Ragi Flour,Maharashtra,Retail,84,24864.0,15520.15,9343.85
2022-06-12,Jowar Pasta,Gujarat,Online,49,5635.0,4033.33,1601.67
2022-06-12,Jowar Pasta,Delhi,Distributor,166,42496.0,33325.89,9170.11
2022-06-12,Ragi Flour,Maharashtra,Retail,220,40920.0,27468.13,13451.87
2022-06-13,Millet Snacks,Gujarat,Distributor,105,10605.0,7395.7,3209.3
2022-06-13,Bajra Mix,West Bengal,Retail,186,41292.0,27947.5,13344.5
2022-06-13,Foxtail Millet,Bihar,Online,32,10368.0,8027.44,2340.56
2022-06-13,Foxtail Millet,Rajasthan,Retail,48,11664.0,8364.61,3299.39
2022-06-13,Ragi Flour,UP,Distributor,122,27206.0,21660.87,5545.13
2022-06-13,Barnyard Millet,Rajasthan,Distributor,164,26404.0,19964.71,6439.29
2022-06-13,Ragi Flour,Gujarat,Distributor,166,45650.0,37490.76,8159.24
2022-06-13,Barnyard Millet,UP,Distributor,35,8015.0,6082.9,1932.1
2022-06-14,Barnyard Millet,Maharashtra,Online,185,35705.0,22915.9,12789.1
2022-06-14,Foxtail Millet,West Bengal,Retail,147,39984.0,26729.44,13254.56
2022-06-14,Millet Snacks,Karnataka,Distributor,162,51030.0,39614.22,11415.78
2022-06-14,Bajra Mix,Maharashtra,Distributor,140,29260.0,23646.07,5613.93
2022-06-14,Millet Snacks,Bihar,Online,76,22724.0,18917.37,3806.63
2022-06-14,Millet Cookies,West Bengal,Online,148,31080.0,24176.0,6904.0
2022-06-14,Foxtail Millet,Bihar,Online,101,15352.0,10912.04,4439.96
2022-06-14,Millet Cookies,Punjab,Distributor,46,12052.0,8551.11,3500.89
2022-06-15,Millet Noodles,Maharashtra,Distributor,109,24852.0,19151.93,5700.07
2022-06-15,Barnyard Millet,Maharashtra,Distributor,152,19912.0,16397.81,3514.19
2022-06-15,Millet Noodles,Rajasthan,Retail,201,50049.0,34791.34,15257.66
2022-06-15,Bajra Mix,Tamil Nadu,Online,75,19125.0,15468.12,3656.88
2022-06-15,Millet Noodles,Rajasthan,Retail,204,70380.0,53178.0,17202.0
2022-06-15,Ragi Flour,West Bengal,Online,99,17424.0,11316.63,6107.37
2022-06-15,Ragi Flour,West Bengal,Online,115,33005.0,24240.56,8764.44
2022-06-15,Millet Cookies,Karnataka,Retail,26,5616.0,4333.42,1282.58
2022-06-16,Bajra Mix,Karnataka,Online,85,27200.0,21599.2,5600.8
2022-06-16,Millet Noodles,UP,Online,167,26386.0,18037.81,8348.19
2022-06-16,Jowar Pasta,West Bengal,Online,100,30500.0,25384.67,5115.33
2022-06-16,Millet Snacks,West Bengal,Online,229,27480.0,20076.3,7403.7
2022-06-16,Ragi Flour,Delhi,Retail,36,11376.0,7177.04,4198.96
2022-06-16,Foxtail Millet,West Bengal,Distributor,142,38198.0,28237.62,9960.38
2022-06-16,Foxtail Millet,Karnataka,Online,70,8890.0,6816.97,2073.03
2022-06-16,Ragi Flour,Delhi,Retail,169,19435.0,14124.66,5310.34
2022-06-17,Ragi Flour,Maharashtra,Retail,10,1020.0,680.21,339.79
2022-06-17,Millet Noodles,Punjab,Retail,124,22692.0,14432.97,8259.03
2022-06-17,Barnyard Millet,Gujarat,Retail,194,51216.0,33099.81,18116.19
2022-06-17,Millet Cookies,West Bengal,Online,78,15054.0,11828.9,3225.1
2022-06-17,Millet Noodles,Tamil Nadu,Distributor,221,23205.0,14843.87,8361.13
2022-06-17,Millet Cookies,Rajasthan,Online,98,33810.0,21637.0,12173.0
2022-06-17,Millet Noodles,Punjab,Distributor,224,59808.0,45280.06,14527.94
2022-06-17,Jowar Pasta,Delhi,Online,45,13635.0,9413.77,4221.23
2022-06-18,Bajra Mix,Tamil Nadu,Distributor,58,13630.0,11049.17,2580.83
2022-06-18,Bajra Mix,West Bengal,Online,25,7900.0,5177.58,2722.42
2022-06-18,Bajra Mix,Gujarat,Retail,23,3864.0,2825.94,1038.06
2022-06-18,Ragi Flour,West Bengal,Retail,32,4672.0,3268.19,1403.81
2022-06-18,Bajra Mix,Karnataka,Distributor,28,7560.0,5507.13,2052.87
2022-06-18,Foxtail Millet,Delhi,Online,199,65073.0,41138.84,23934.16
2022-06-18,Millet Noodles,Delhi,Retail,170,47260.0,36850.2,10409.8
2022-06-18,Jowar Pasta,UP,Online,129,24510.0,18042.0,6468.0
2022-06-19,Ragi Flour,Karnataka,Distributor,211,21100.0,14498.27,6601.73
2022-06-19,Bajra Mix,Bihar,Online,25,7900.0,5843.66,2056.34
2022-06-19,Millet Noodles,Maharashtra,Retail,30,8010.0,5545.54,2464.46
2022-06-19,Millet Noodles,Bihar,Retail,143,34606.0,23023.97,11582.03
2022-06-19,Millet Cookies,West Bengal,Retail,175,60900.0,44313.36,16586.64
2022-06-19,Millet Snacks,Bihar,Online,10,1900.0,1263.68,636.32
2022-06-19,Bajra Mix,Rajasthan,Retail,151,40921.0,27023.58,13897.42
2022-06-19,Millet Snacks,Rajasthan,Online,225,43875.0,29784.8,14090.2
2022-06-20,Barnyard Millet,Tamil Nadu,Distributor,249,28137.0,23286.99,4850.01
2022-06-20,Barnyard Millet,Punjab,Online,41,8405.0,6218.54,2186.46
2022-06-20,Bajra Mix,West Bengal,Distributor,146,46136.0,38643.86,7492.14
2022-06-20,Millet Cookies,UP,Distributor,95,13490.0,8690.48,4799.52
2022-06-20,Jowar Pasta,Bihar,Online,109,19184.0,12380.09,6803.91
2022-06-20,Millet Snacks,West Bengal,Retail,216,25488.0,18828.64,6659.36
2022-06-20,Bajra Mix,Delhi,Online,141,42723.0,35259.4,7463.6
2022-06-20,Millet Snacks,Rajasthan,Online,84,23772.0,15305.56,8466.44
2022-06-21,Foxtail Millet,West Bengal,Distributor,192,26688.0,16707.85,9980.15
2022-06-21,Bajra Mix,Maharashtra,Retail,236,66080.0,50748.23,15331.77
2022-06-21,Jowar Pasta,West Bengal,Online,87,14268.0,8948.08,5319.92
2022-06-21,Foxtail Millet,Rajasthan,Online,24,7200.0,5518.39,1681.61
2022-06-21,Foxtail Millet,Karnataka,Distributor,160,36800.0,30011.29,6788.71
2022-06-21,Millet Cookies,Tamil Nadu,Retail,130,24700.0,18843.62,5856.38
2022-06-21,Bajra Mix,Bihar,Online,90,11880.0,7782.57,4097.43
2022-06-21,Barnyard Millet,UP,Distributor,76,14364.0,10712.23,3651.77
2022-06-22,Bajra Mix,Delhi,Online,160,35840.0,23089.25,12750.75
2022-06-22,Barnyard Millet,Bihar,Distributor,79,25122.0,16133.53,8988.47
2022-06-22,Barnyard Millet,Delhi,Online,216,63072.0,47966.76,15105.24
2022-06-22,Millet Noodles,Bihar,Distributor,53,12985.0,9795.93,3189.07
2022-06-22,Millet Snacks,Gujarat,Retail,171,55233.0,35343.16,19889.84
2022-06-22,Foxtail Millet,Rajasthan,Online,219,64605.0,45772.47,18832.53
2022-06-22,Millet Noodles,Tamil Nadu,Distributor,127,41402.0,31976.96,9425.04
2022-06-22,Millet Cookies,Karnataka,Retail,234,44928.0,33447.24,11480.76
2022-06-23,Bajra Mix,Punjab,Retail,235,22560.0,17497.32,5062.68
2022-06-23,Millet Cookies,Gujarat,Distributor,112,15904.0,10285.15,5618.85
2022-06-23,Millet Cookies,Rajasthan,Distributor,117,23517.0,17183.86,6333.14
2022-06-23,Barnyard Millet,West Bengal,Online,117,36504.0,25714.51,10789.49
2022-06-23,Bajra Mix,Karnataka,Online,249,69222.0,46199.65,23022.35
2022-06-23,Bajra Mix,Rajasthan,Online,67,6566.0,5164.32,1401.68
2022-06-23,Bajra Mix,Punjab,Retail,243,40581.0,25929.22,14651.78
2022-06-23,Jowar Pasta,Gujarat,Online,88,10208.0,6369.57,3838.43
2022-06-24,Millet Snacks,Karnataka,Online,156,53664.0,44104.95,9559.05
2022-06-24,Jowar Pasta,Bihar,Distributor,92,10212.0,6683.29,3528.71
2022-06-24,Ragi Flour,Delhi,Online,185,64195.0,40519.1,23675.9
2022-06-24,Barnyard Millet,Tamil Nadu,Retail,132,41052.0,31511.12,9540.88
2022-06-24,Millet Snacks,Delhi,Retail,234,68094.0,51069.86,17024.14
2022-06-24,Millet Snacks,Tamil Nadu,Retail,197,39400.0,31791.21,7608.79
2022-06-24,Millet Snacks,Tamil Nadu,Retail,156,38064.0,24122.59,13941.41
2022-06-24,Millet Cookies,Bihar,Distributor,49,14014.0,9004.68,5009.32
2022-06-25,Millet Noodles,Punjab,Distributor,107,24182.0,15752.47,8429.53
2022-06-25,Jowar Pasta,Delhi,Online,216,37368.0,28909.17,8458.83
2022-06-25,Jowar Pasta,Gujarat,Distributor,161,36708.0,28437.83,8270.17
2022-06-25,Millet Snacks,Maharashtra,Retail,55,6985.0,5199.86,1785.14
2022-06-25,Foxtail Millet,Tamil Nadu,Distributor,105,17640.0,14075.59,3564.41
2022-06-25,Ragi Flour,Bihar,Online,119,36890.0,25124.12,11765.88
2022-06-25,Millet Cookies,Bihar,Retail,214,58850.0,44873.03,13976.97
2022-06-25,Bajra Mix,UP,Online,130,29900.0,22127.94,7772.06
2022-06-26,Ragi Flour,Tamil Nadu,Distributor,210,67620.0,48004.38,19615.62
2022-06-26,Millet Cookies,Rajasthan,Retail,186,49476.0,41330.39,8145.61
2022-06-26,Barnyard Millet,UP,Online,62,19034.0,12196.37,6837.63
2022-06-26,Millet Noodles,Tamil Nadu,Retail,65,13455.0,9705.85,3749.15
2022-06-26,Barnyard Millet,Tamil Nadu,Online,86,23134.0,17656.19,5477.81
2022-06-26,Jowar Pasta,Gujarat,Online,31,9734.0,6609.53,3124.47
2022-06-26,Millet Noodles,Gujarat,Online,137,19728.0,15598.77,4129.23
2022-06-26,Barnyard Millet,Rajasthan,Retail,242,58322.0,47784.63,10537.37
2022-06-27,Bajra Mix,Delhi,Online,152,47424.0,34656.18,12767.82
2022-06-27,Ragi Flour,Karnataka,Distributor,149,43210.0,28621.96,14588.04
2022-06-27,Millet Noodles,Punjab,Retail,94,18612.0,14928.21,3683.79
2022-06-27,Millet Noodles,Rajasthan,Online,63,14490.0,10673.5,3816.5
2022-06-27,Ragi Flour,Maharashtra,Online,56,8736.0,7322.54,1413.46
2022-06-27,Millet Snacks,West Bengal,Online,95,13395.0,10515.55,2879.45
2022-06-27,Barnyard Millet,Bihar,Distributor,213,69651.0,50817.48,18833.52
2022-06-27,Millet Noodles,Tamil Nadu,Online,115,17595.0,14324.74,3270.26
2022-06-28,Foxtail Millet,Delhi,Retail,217,23436.0,17225.37,6210.63
2022-06-28,Millet Noodles,UP,Distributor,190,36860.0,28919.74,7940.26
2022-06-28,Millet Snacks,Gujarat,Retail,88,14256.0,9814.14,4441.86
2022-06-28,Millet Noodles,Punjab,Online,155,48515.0,32954.88,15560.12
2022-06-28,Millet Cookies,Karnataka,Online,235,74965.0,56155.13,18809.87
2022-06-28,Ragi Flour,West Bengal,Distributor,153,28305.0,20618.41,7686.59
2022-06-28,Millet Cookies,UP,Online,244,66612.0,48492.09,18119.91
2022-06-28,Foxtail Millet,UP,Online,157,34854.0,24513.11,10340.89
2022-06-29,Bajra Mix,UP,Distributor,31,8711.0,5884.53,2826.47
2022-06-29,Millet Cookies,Maharashtra,Distributor,48,12816.0,10763.94,2052.06
2022-06-29,Barnyard Millet,Tamil Nadu,Retail,40,8480.0,6286.83,2193.17
2022-06-29,Bajra Mix,Delhi,Online,131,26462.0,16597.72,9864.28
2022-06-29,Millet Snacks,Tamil Nadu,Online,127,35306.0,25041.03,10264.97
2022-06-29,Barnyard Millet,Karnataka,Distributor,122,16226.0,12527.17,3698.83
2022-06-29,Barnyard Millet,Bihar,Online,147,19698.0,14544.74,5153.26
2022-06-29,Jowar Pasta,Bihar,Online,224,55776.0,44690.92,11085.08
2022-06-30,Barnyard Millet,UP,Online,242,67518.0,51515.52,16002.48
2022-06-30,Millet Cookies,West Bengal,Retail,241,70613.0,45751.01,24861.99
2022-06-30,Jowar Pasta,Maharashtra,Distributor,190,32680.0,27238.66,5441.34
2022-06-30,Millet Noodles,Tamil Nadu,Distributor,189,49140.0,35054.6,14085.4
2022-06-30,Ragi Flour,Bihar,Retail,147,32046.0,22608.72,9437.28
2022-06-30,Foxtail Millet,West Bengal,Online,34,7344.0,5400.41,1943.59
2022-06-30,Foxtail Millet,Gujarat,Retail,208,20800.0,13060.58,7739.42
2022-06-30,Jowar Pasta,Karnataka,Retail,150,16800.0,11705.43,5094.57
2022-07-01,Foxtail Millet,Gujarat,Retail,149,36952.0,29858.27,7093.73
2022-07-01,Barnyard Millet,Delhi,Online,24,3936.0,3078.69,857.31
2022-07-01,Millet Cookies,Delhi,Retail,25,4150.0,3401.78,748.22
2022-07-01,Foxtail Millet,Maharashtra,Online,111,18426.0,14903.71,3522.29
2022-07-01,Ragi Flour,Tamil Nadu,Distributor,70,8050.0,5124.55,2925.45
2022-07-01,Millet Snacks,Maharashtra,Distributor,116,28536.0,18077.43,10458.57
2022-07-01,Bajra Mix,Maharashtra,Distributor,79,15958.0,11856.31,4101.69
2022-07-01,Foxtail Millet,Gujarat,Retail,162,50868.0,37795.44,13072.56
2022-07-02,Jowar Pasta,UP,Distributor,19,3439.0,2699.82,739.18
2022-07-02,Ragi Flour,West Bengal,Retail,61,17324.0,13641.29,3682.71
2022-07-02,Barnyard Millet,Bihar,Online,119,21658.0,14777.43,6880.57
2022-07-02,Bajra Mix,West Bengal,Retail,95,22990.0,16293.94,6696.06
2022-07-02,Barnyard Millet,West Bengal,Distributor,158,46452.0,35504.21,10947.79
2022-07-02,Millet Snacks,Punjab,Distributor,192,49152.0,30537.66,18614.34
2022-07-02,Barnyard Millet,Tamil Nadu,Retail,158,21330.0,16541.35,4788.65
2022-07-02,Millet Noodles,Tamil Nadu,Retail,229,22213.0,16552.3,5660.7
2022-07-03,Ragi Flour,Maharashtra,Retail,75,12600.0,10234.16,2365.84
2022-07-03,Bajra Mix,Delhi,Distributor,55,11110.0,8038.69,3071.31
2022-07-03,Ragi Flour,West Bengal,Distributor,86,20726.0,16019.67,4706.33
2022-07-03,Jowar Pasta,Bihar,Distributor,236,32332.0,26512.04,5819.96
2022-07-03,Millet Cookies,Bihar,Retail,94,13724.0,11360.48,2363.52
2022-07-03,Millet Noodles,Punjab,Retail,235,68385.0,46286.14,22098.86
2022-07-03,Millet Cookies,UP,Online,128,14336.0,9161.92,5174.08
2022-07-03,Ragi Flour,West Bengal,Distributor,74,8214.0,6290.39,1923.61
2022-07-04,Ragi Flour,Rajasthan,Online,225,59625.0,43847.64,15777.36
2022-07-04,Barnyard Millet,UP,Online,115,32430.0,25945.28,6484.72
2022-07-04,Millet Cookies,Rajasthan,Distributor,20,5180.0,4058.66,1121.34
2022-07-04,Millet Snacks,Karnataka,Online,42,9660.0,7104.23,2555.77
2022-07-04,Bajra Mix,Tamil Nadu,Retail,137,46854.0,29929.8,16924.2
2022-07-04,Millet Cookies,Delhi,Distributor,24,8352.0,6284.34,2067.66
2022-07-04,Barnyard Millet,Maharashtra,Online,212,41976.0,34323.41,7652.59
2022-07-04,Bajra Mix,UP,Online,66,9174.0,6557.64,2616.36
2022-07-05,Millet Snacks,Delhi,Distributor,125,24250.0,15986.4,8263.6
2022-07-05,Millet Noodles,Karnataka,Distributor,52,12636.0,8250.69,4385.31
2022-07-05,Barnyard Millet,Rajasthan,Retail,148,22792.0,17000.61,5791.39
2022-07-05,Ragi Flour,Maharashtra,Distributor,222,52614.0,41834.04,10779.96
2022-07-05,Foxtail Millet,Tamil Nadu,Online,149,25479.0,20240.32,5238.68
2022-07-05,Barnyard Millet,Bihar,Distributor,45,13140.0,8329.65,4810.35
2022-07-05,Millet Snacks,Gujarat,Retail,217,63798.0,43108.58,20689.42
2022-07-05,Bajra Mix,Delhi,Distributor,247,40508.0,32818.31,7689.69
2022-07-06,Jowar Pasta,West Bengal,Retail,195,27885.0,19574.84,8310.16
2022-07-06,Millet Cookies,Maharashtra,Distributor,196,57428.0,44159.16,13268.84
2022-07-06,Barnyard Millet,Rajasthan,Distributor,124,17980.0,13560.69,4419.31
2022-07-06,Bajra Mix,Delhi,Retail,167,53440.0,33178.82,20261.18
2022-07-06,Jowar Pasta,Punjab,Distributor,43,8557.0,6845.19,1711.81
2022-07-06,Ragi Flour,Karnataka,Retail,220,56540.0,39274.51,17265.49
2022-07-06,Ragi Flour,Punjab,Distributor,155,45415.0,29460.68,15954.32
2022-07-06,Millet Snacks,Punjab,Distributor,220,30140.0,21589.64,8550.36
2022-07-07,Millet Snacks,West Bengal,Retail,124,15624.0,12742.12,2881.88
2022-07-07,Barnyard Millet,West Bengal,Retail,90,25290.0,16178.61,9111.39
2022-07-07,Barnyard Millet,Tamil Nadu,Retail,134,33500.0,27091.72,6408.28
2022-07-07,Millet Snacks,Karnataka,Distributor,116,33756.0,23487.8,10268.2
2022-07-07,Millet Cookies,West Bengal,Retail,98,33516.0,22535.74,10980.26
2022-07-07,Bajra Mix,Bihar,Distributor,220,63800.0,47559.15,16240.85
2022-07-07,Ragi Flour,Gujarat,Retail,147,19257.0,14816.68,4440.32
2022-07-07,Millet Cookies,Maharashtra,Retail,78,15132.0,9761.96,5370.04
2022-07-08,Millet Noodles,Punjab,Online,80,11600.0,7195.65,4404.35
2022-07-08,Ragi Flour,Punjab,Distributor,128,32128.0,26981.92,5146.08
2022-07-08,Millet Cookies,Bihar,Retail,60,16620.0,10904.28,5715.72
2022-07-08,Millet Snacks,Delhi,Retail,71,7313.0,5370.85,1942.15
2022-07-08,Foxtail Millet,Tamil Nadu,Distributor,45,6165.0,4515.83,1649.17
2022-07-08,Millet Cookies,UP,Online,113,36047.0,28192.17,7854.83
2022-07-08,Foxtail Millet,Delhi,Distributor,115,29440.0,20552.16,8887.84
2022-07-08,Millet Snacks,West Bengal,Retail,24,6648.0,5188.32,1459.68
2022-07-09,Bajra Mix,Gujarat,Retail,43,8557.0,6906.59,1650.41
2022-07-09,Bajra Mix,Gujarat,Retail,19,5149.0,3333.93,1815.07
2022-07-09,Foxtail Millet,Bihar,Retail,89,29370.0,19854.87,9515.13
2022-07-09,Millet Snacks,Bihar,Retail,107,24396.0,18495.34,5900.66
2022-07-09,Millet Noodles,Maharashtra,Retail,132,22440.0,17563.44,4876.56
2022-07-09,Bajra Mix,Tamil Nadu,Retail,214,61204.0,39289.78,21914.22
2022-07-09,Millet Snacks,Bihar,Online,29,3973.0,2880.31,1092.69
2022-07-09,Foxtail Millet,Bihar,Distributor,131,39824.0,31701.24,8122.76
2022-07-10,Bajra Mix,Rajasthan,Distributor,31,10261.0,8192.82,2068.18
2022-07-10,Bajra Mix,Rajasthan,Retail,81,8424.0,6170.88,2253.12
2022-07-10,Millet Noodles,Rajasthan,Distributor,78,15834.0,11176.64,4657.36
2022-07-10,Barnyard Millet,West Bengal,Online,29,7743.0,5007.04,2735.96
2022-07-10,Bajra Mix,Punjab,Distributor,124,30752.0,21882.59,8869.41
2022-07-10,Millet Cookies,UP,Distributor,205,36695.0,26237.74,10457.26
2022-07-10,Millet Snacks,Bihar,Online,188,62040.0,39928.59,22111.41
2022-07-10,Foxtail Millet,Punjab,Online,137,39456.0,25086.89,14369.11
2022-07-11,Barnyard Millet,Punjab,Online,168,19320.0,12972.67,6347.33
2022-07-11,Millet Cookies,Gujarat,Online,22,6732.0,4439.91,2292.09
2022-07-11,Millet Noodles,Punjab,Retail,172,44376.0,28322.59,16053.41
2022-07-11,Foxtail Millet,UP,Distributor,209,42009.0,27827.8,14181.2
2022-07-11,Millet Noodles,UP,Distributor,165,32010.0,19915.07,12094.93
2022-07-11,Bajra Mix,Gujarat,Online,135,30645.0,19032.83,11612.17
2022-07-11,Barnyard Millet,UP,Retail,154,38808.0,28415.09,10392.91
2022-07-11,Foxtail Millet,Punjab,Online,38,4142.0,2917.56,1224.44
2022-07-12,Bajra Mix,Bihar,Distributor,40,7720.0,4792.61,2927.39
2022-07-12,Millet Noodles,Delhi,Distributor,34,11628.0,7719.9,3908.1
2022-07-12,Millet Cookies,Tamil Nadu,Online,12,3900.0,2462.91,1437.09
2022-07-12,Ragi Flour,Karnataka,Retail,151,14798.0,10747.41,4050.59
