Date,Product,State,Channel,Quantity,Revenue,Cost,Profit
2022-07-17,Foxtail Millet,Gujarat,Retail,41,11070.0,8470.29,2599.71
2022-07-17,Jowar Pasta,Delhi,Retail,120,30600.0,21363.72,9236.28
2022-07-17,Millet Snacks,Bihar,Retail,107,26429.0,18273.31,8155.69
2022-07-17,Ragi Flour,Bihar,Retail,76,15884.0,11586.65,4297.35
2022-07-18,Millet Cookies,UP,Retail,87,13920.0,9358.38,4561.62
2022-07-18,Bajra Mix,Tamil Nadu,Distributor,187,49555.0,39560.41,9994.59
2022-07-18,Foxtail Millet,Delhi,Online,176,40656.0,27084.65,13571.35
2022-07-18,Ragi Flour,Delhi,Distributor,120,14880.0,10647.65,4232.35
2022-07-18,Ragi Flour,UP,Retail,176,37136.0,31209.56,5926.44
2022-07-18,Millet Cookies,Tamil Nadu,Online,126,23562.0,15549.06,8012.94
2022-07-19,Jowar Pasta,Gujarat,Retail,38,6422.0,5354.93,1067.07
2022-07-19,Ragi Flour,Delhi,Distributor,193,33003.0,25572.31,7430.69
2022-07-19,Foxtail Millet,Maharashtra,Distributor,61,5978.0,4565.94,1412.06
2022-07-19,Ragi Flour,Karnataka,Retail,82,17220.0,12686.64,4533.36
2022-07-19,Bajra Mix,Maharashtra,Retail,137,11782.0,8457.64,3324.36
2022-07-19,Millet Cookies,Tamil Nadu,Retail,73,10293.0,7608.49,2684.51
2022-07-20,Ragi Flour,Delhi,Distributor,163,43195.0,33116.93,10078.07
2022-07-20,Millet Cookies,UP,Online,97,11834.0,7959.18,3874.82
2022-07-20,Millet Snacks,Gujarat,Retail,45,9000.0,6718.68,2281.32
2022-07-20,Jowar Pasta,Karnataka,Retail,173,48786.0,37693.55,11092.45
2022-07-20,Millet Cookies,UP,Retail,159,47223.0,35653.83,11569.17
2022-07-20,Foxtail Millet,UP,Distributor,117,12285.0,9240.71,3044.29
2022-07-21,Millet Cookies,Tamil Nadu,Distributor,106,16748.0,12003.83,4744.17
2022-07-21,Ragi Flour,UP,Distributor,103,10197.0,8112.97,2084.03
2022-07-21,Jowar Pasta,Gujarat,Distributor,119,18683.0,14287.13,4395.87
2022-07-21,Bajra Mix,Karnataka,Retail,153,43452.0,36042.54,7409.46
2022-07-21,Millet Snacks,Delhi,Online,136,17680.0,12169.98,5510.02
2022-07-21,Jowar Pasta,UP,Online,72,13392.0,8930.49,4461.51
2022-07-22,Jowar Pasta,West Bengal,Online,162,43902.0,35803.62,8098.38
2022-07-22,Foxtail Millet,Gujarat,Retail,56,4928.0,3829.37,1098.63
2022-07-22,Foxtail Millet,UP,Retail,173,39444.0,31539.55,7904.45
2022-07-22,Ragi Flour,Maharashtra,Distributor,91,16835.0,13188.29,3646.71
2022-07-22,Jowar Pasta,Gujarat,Distributor,33,2937.0,2455.43,481.57
2022-07-22,Millet Cookies,Gujarat,Distributor,53,13144.0,10703.53,2440.47
2022-07-23,Ragi Flour,Bihar,Online,134,10720.0,8178.11,2541.89
2022-07-23,Millet Cookies,Delhi,Retail,117,21645.0,17150.54,4494.46
2022-07-23,Ragi Flour,Karnataka,Distributor,38,7942.0,5355.16,2586.84
2022-07-23,Bajra Mix,Delhi,Distributor,155,31620.0,24769.12,6850.88
2022-07-23,Ragi Flour,Gujarat,Retail,21,1827.0,1289.73,537.27
2022-07-23,Millet Cookies,West Bengal,Distributor,131,11397.0,9173.26,2223.74
2022-07-24,Bajra Mix,Karnataka,Retail,33,8613.0,6890.32,1722.68
2022-07-24,Millet Snacks,West Bengal,Distributor,186,18414.0,15367.02,3046.98
2022-07-24,Ragi Flour,Bihar,Distributor,185,21645.0,14228.18,7416.82
2022-07-24,Millet Cookies,UP,Distributor,138,37122.0,24218.42,12903.58
2022-07-24,Ragi Flour,Maharashtra,Distributor,57,13167.0,9413.38,3753.62
2022-07-24,Foxtail Millet,Tamil Nadu,Distributor,104,14144.0,9862.92,4281.08
2022-07-25,Ragi Flour,Maharashtra,Distributor,76,13300.0,10894.48,2405.52
2022-07-25,Bajra Mix,Maharashtra,Distributor,129,33411.0,24242.98,9168.02
2022-07-25,Bajra Mix,Delhi,Retail,94,9588.0,6302.12,3285.88
2022-07-25,Millet Cookies,Tamil Nadu,Distributor,106,11660.0,7684.29,3975.71
2022-07-25,Ragi Flour,West Bengal,Distributor,37,9398.0,6901.35,2496.65
2022-07-25,Bajra Mix,Karnataka,Online,198,38214.0,27485.01,10728.99
2022-07-26,Bajra Mix,UP,Distributor,107,16157.0,10846.59,5310.41
2022-07-26,Millet Cookies,West Bengal,Distributor,106,27454.0,23298.92,4155.08
2022-07-26,Bajra Mix,Delhi,Distributor,183,43920.0,33825.36,10094.64
2022-07-26,Ragi Flour,Karnataka,Distributor,166,47974.0,35554.97,12419.03
2022-07-26,Jowar Pasta,Delhi,Online,73,20951.0,14950.8,6000.2
2022-07-26,Bajra Mix,West Bengal,Retail,155,15035.0,12517.54,2517.46
2022-07-27,Foxtail Millet,Delhi,Distributor,32,5184.0,3725.51,1458.49
2022-07-27,Bajra Mix,Tamil Nadu,Online,95,19855.0,12969.4,6885.6
2022-07-27,Millet Cookies,Delhi,Retail,21,4326.0,3402.93,923.07
2022-07-27,Bajra Mix,Delhi,Online,187,49929.0,40462.84,9466.16
2022-07-27,Foxtail Millet,West Bengal,Retail,93,12183.0,9438.18,2744.82
2022-07-27,Foxtail Millet,UP,Distributor,162,29970.0,22335.58,7634.42
2022-07-28,Millet Cookies,Tamil Nadu,Online,162,26568.0,19251.17,7316.83
2022-07-28,Millet Cookies,Maharashtra,Distributor,184,42320.0,30268.71,12051.29
2022-07-28,Foxtail Millet,West Bengal,Retail,187,53108.0,35904.76,17203.24
2022-07-28,Millet Snacks,West Bengal,Online,87,15921.0,12149.05,3771.95
2022-07-28,Foxtail Millet,Delhi,Retail,63,13797.0,10022.51,3774.49
2022-07-28,Ragi Flour,Karnataka,Retail,31,4588.0,3820.18,767.82
2022-07-29,Millet Snacks,Karnataka,Online,129,20124.0,14872.74,5251.26
2022-07-29,Foxtail Millet,Tamil Nadu,Distributor,97,14938.0,12512.61,2425.39
2022-07-29,Millet Cookies,West Bengal,Retail,90,12150.0,9422.25,2727.75
2022-07-29,Foxtail Millet,Tamil Nadu,Online,93,23250.0,18823.19,4426.81
2022-07-29,Millet Snacks,Gujarat,Retail,102,26622.0,18809.86,7812.14
2022-07-29,Millet Cookies,UP,Online,165,26235.0,20818.4,5416.6
2022-07-30,Ragi Flour,Gujarat,Distributor,183,32940.0,24273.69,8666.31
2022-07-30,Foxtail Millet,West Bengal,Distributor,190,45980.0,34876.5,11103.5
2022-07-30,Ragi Flour,Gujarat,Distributor,124,35340.0,25754.06,9585.94
2022-07-30,Ragi Flour,Gujarat,Retail,197,56342.0,39909.22,16432.78
2022-07-30,Millet Cookies,Karnataka,Retail,117,9360.0,6398.53,2961.47
2022-07-30,Bajra Mix,Bihar,Online,110,18370.0,14083.57,4286.43
2022-07-31,Bajra Mix,UP,Online,109,13952.0,10014.59,3937.41
2022-07-31,Millet Snacks,Karnataka,Retail,78,21840.0,16752.58,5087.42
2022-07-31,Bajra Mix,Bihar,Online,145,34510.0,27610.28,6899.72
2022-07-31,Jowar Pasta,Maharashtra,Distributor,196,39788.0,28724.71,11063.29
2022-07-31,Ragi Flour,Gujarat,Retail,162,17172.0,12730.94,4441.06
2022-07-31,Millet Snacks,Karnataka,Distributor,183,50142.0,39583.76,10558.24
2022-08-01,Millet Snacks,Delhi,Retail,143,18304.0,12304.5,5999.5
2022-08-01,Foxtail Millet,Tamil Nadu,Online,63,14994.0,10407.97,4586.03
2022-08-01,Millet Snacks,West Bengal,Online,170,39950.0,28455.44,11494.56
2022-08-01,Foxtail Millet,Gujarat,Retail,56,8736.0,6815.54,1920.46
2022-08-01,Foxtail Millet,Delhi,Distributor,81,19683.0,13966.5,5716.5
2022-08-01,Millet Cookies,Maharashtra,Retail,63,5418.0,3532.04,1885.96
2022-08-02,Foxtail Millet,Karnataka,Online,53,14469.0,10397.5,4071.5
2022-08-02,Bajra Mix,Tamil Nadu,Distributor,60,17040.0,11254.86,5785.14
2022-08-02,Bajra Mix,Delhi,Distributor,121,36058.0,30531.83,5526.17
2022-08-02,Jowar Pasta,West Bengal,Retail,111,21312.0,15054.05,6257.95
2022-08-02,Foxtail Millet,UP,Retail,68,5984.0,3945.92,2038.08
2022-08-02,Bajra Mix,Bihar,Distributor,71,19028.0,15929.58,3098.42
2022-08-03,Jowar Pasta,Gujarat,Online,69,16560.0,11134.73,5425.27
2022-08-03,Ragi Flour,UP,Retail,62,15872.0,13448.94,2423.06
2022-08-03,Millet Cookies,Delhi,Online,25,3400.0,2817.87,582.13
2022-08-03,Bajra Mix,Maharashtra,Retail,111,22866.0,15124.65,7741.35
2022-08-03,Millet Snacks,Gujarat,Distributor,44,10340.0,7264.31,3075.69
2022-08-03,Foxtail Millet,Delhi,Online,76,13072.0,10650.14,2421.86
2022-08-04,Ragi Flour,Bihar,Retail,150,37350.0,28599.21,8750.79
2022-08-04,Ragi Flour,Tamil Nadu,Online,172,35432.0,25565.99,9866.01
2022-08-04,Foxtail Millet,Gujarat,Retail,117,34164.0,25433.23,8730.77
2022-08-04,Millet Snacks,Maharashtra,Retail,106,29680.0,19328.71,10351.29
2022-08-04,Bajra Mix,Maharashtra,Online,154,30338.0,20699.3,9638.7
2022-08-04,Bajra Mix,Maharashtra,Retail,36,3816.0,2677.02,1138.98
2022-08-05,Millet Snacks,Karnataka,Online,36,5328.0,4523.92,804.08
2022-08-05,Foxtail Millet,UP,Online,100,11800.0,8627.32,3172.68
2022-08-05,Foxtail Millet,Karnataka,Distributor,172,47472.0,31405.02,16066.98
2022-08-05,Millet Cookies,Tamil Nadu,Retail,70,16170.0,12758.03,3411.97
2022-08-05,Bajra Mix,Delhi,Retail,31,8959.0,6488.06,2470.94
2022-08-05,Jowar Pasta,Maharashtra,Online,148,23384.0,15334.97,8049.03
2022-08-06,Ragi Flour,Gujarat,Retail,182,53326.0,43158.28,10167.72
2022-08-06,Foxtail Millet,Karnataka,Retail,196,36848.0,27669.18,9178.82
2022-08-06,Jowar Pasta,Maharashtra,Distributor,122,24766.0,18638.21,6127.79
2022-08-06,Millet Snacks,Tamil Nadu,Online,37,9102.0,7504.64,1597.36
2022-08-06,Bajra Mix,Karnataka,Distributor,181,27150.0,19758.51,7391.49
2022-08-06,Millet Cookies,UP,Online,156,43680.0,30523.54,13156.46
2022-08-07,Jowar Pasta,Maharashtra,Distributor,152,33592.0,24173.15,9418.85
2022-08-07,Millet Cookies,Gujarat,Retail,175,49525.0,33782.33,15742.67
2022-08-07,Millet Snacks,UP,Online,42,5334.0,4252.77,1081.23
2022-08-07,Millet Snacks,Gujarat,Online,107,31672.0,22825.84,8846.16
2022-08-07,Ragi Flour,Gujarat,Distributor,152,28424.0,19568.55,8855.45
2022-08-07,Millet Snacks,Karnataka,Online,165,45045.0,33285.67,11759.33
2022-08-08,Millet Snacks,Karnataka,Distributor,36,9900.0,7237.11,2662.89
2022-08-08,Ragi Flour,Gujarat,Online,138,33258.0,22044.03,11213.97
2022-08-08,Millet Snacks,West Bengal,Distributor,198,40590.0,29593.51,10996.49
2022-08-08,Millet Snacks,UP,Distributor,120,28680.0,19890.08,8789.92
2022-08-08,Millet Snacks,UP,Distributor,70,10220.0,6783.89,3436.11
2022-08-08,Foxtail Millet,Tamil Nadu,Retail,26,2392.0,1815.43,576.57
2022-08-09,Millet Cookies,Delhi,Online,107,10272.0,7233.83,3038.17
2022-08-09,Jowar Pasta,West Bengal,Distributor,156,46488.0,34950.94,11537.06
2022-08-09,Foxtail Millet,Tamil Nadu,Distributor,23,5313.0,4467.88,845.12
2022-08-09,Jowar Pasta,Karnataka,Retail,120,29640.0,23514.04,6125.96
2022-08-09,Jowar Pasta,Gujarat,Retail,59,16756.0,13767.81,2988.19
2022-08-09,Millet Snacks,West Bengal,Online,25,2400.0,1647.77,752.23
2022-08-10,Ragi Flour,Maharashtra,Retail,21,3276.0,2397.5,878.5
2022-08-10,Millet Cookies,Karnataka,Online,41,7790.0,5277.03,2512.97
2022-08-10,Jowar Pasta,Maharashtra,Distributor,159,46905.0,39022.56,7882.44
2022-08-10,Foxtail Millet,Bihar,Retail,31,2852.0,2375.77,476.23
2022-08-10,Ragi Flour,Bihar,Distributor,99,20493.0,14446.2,6046.8
2022-08-10,Jowar Pasta,Tamil Nadu,Retail,30,6150.0,5090.97,1059.03
2022-08-11,Bajra Mix,Delhi,Distributor,86,23994.0,15726.06,8267.94
2022-08-11,Foxtail Millet,Gujarat,Retail,85,12665.0,8692.66,3972.34
2022-08-11,Millet Cookies,Bihar,Distributor,197,56539.0,41997.0,14542.0
2022-08-11,Ragi Flour,West Bengal,Online,89,18156.0,12905.73,5250.27
2022-08-11,Millet Snacks,UP,Distributor,149,43657.0,33863.92,9793.08
2022-08-11,Millet Cookies,Bihar,Retail,91,22204.0,17828.82,4375.18
2022-08-12,Ragi Flour,UP,Distributor,152,14744.0,11467.77,3276.23
2022-08-12,Foxtail Millet,West Bengal,Distributor,83,18011.0,12662.14,5348.86
2022-08-12,Jowar Pasta,Tamil Nadu,Distributor,106,10070.0,6755.59,3314.41
2022-08-12,Jowar Pasta,Delhi,Distributor,113,24860.0,18482.22,6377.78
2022-08-12,Jowar Pasta,West Bengal,Online,111,28860.0,19504.09,9355.91
2022-08-12,Millet Cookies,Tamil Nadu,Retail,110,19030.0,12797.28,6232.72
2022-08-13,Jowar Pasta,Delhi,Online,189,23814.0,16717.66,7096.34
2022-08-13,Millet Snacks,West Bengal,Online,72,15984.0,11840.71,4143.29
2022-08-13,Jowar Pasta,Bihar,Retail,144,37152.0,27394.09,9757.91
2022-08-13,Millet Snacks,Maharashtra,Retail,135,12150.0,7957.39,4192.61
2022-08-13,Bajra Mix,Maharashtra,Online,40,4720.0,3987.87,732.13
2022-08-13,Millet Snacks,Delhi,Online,183,51606.0,40572.16,11033.84
2022-08-14,Jowar Pasta,Bihar,Online,118,13452.0,10493.06,2958.94
2022-08-14,Ragi Flour,Bihar,Online,103,28222.0,19544.66,8677.34
2022-08-14,Bajra Mix,Delhi,Distributor,88,7744.0,5694.77,2049.23
2022-08-14,Millet Cookies,UP,Retail,178,15842.0,11169.15,4672.85
2022-08-14,Millet Cookies,UP,Retail,68,10132.0,8437.68,1694.32
2022-08-14,Jowar Pasta,Delhi,Retail,109,11445.0,8161.82,3283.18
2022-08-15,Millet Snacks,Gujarat,Online,163,13040.0,8507.08,4532.92
2022-08-15,Jowar Pasta,Karnataka,Online,114,10488.0,7759.1,2728.9
2022-08-15,Jowar Pasta,West Bengal,Distributor,174,42630.0,31981.37,10648.63
2022-08-15,Millet Snacks,Maharashtra,Distributor,193,57128.0,47154.83,9973.17
2022-08-15,Ragi Flour,West Bengal,Online,83,8300.0,5817.07,2482.93
2022-08-15,Millet Snacks,Gujarat,Retail,39,3393.0,2778.0,615.0
2022-08-16,Bajra Mix,Bihar,Retail,28,2632.0,2070.75,561.25
2022-08-16,Bajra Mix,West Bengal,Distributor,99,11385.0,7828.85,3556.15
2022-08-16,Millet Snacks,West Bengal,Distributor,90,20700.0,15096.88,5603.12
2022-08-16,Foxtail Millet,Tamil Nadu,Distributor,175,44625.0,34118.22,10506.78
2022-08-16,Millet Snacks,West Bengal,Retail,92,15640.0,11023.74,4616.26
2022-08-16,Bajra Mix,West Bengal,Online,68,17000.0,13900.56,3099.44
2022-08-17,Foxtail Millet,West Bengal,Distributor,154,18634.0,13425.73,5208.27
2022-08-17,Jowar Pasta,Delhi,Distributor,85,8840.0,7088.33,1751.67
2022-08-17,Jowar Pasta,Bihar,Online,93,23157.0,15904.7,7252.3
2022-08-17,Millet Snacks,West Bengal,Online,25,5100.0,3643.77,1456.23
2022-08-17,Foxtail Millet,Delhi,Distributor,101,16766.0,13611.29,3154.71
2022-08-17,Millet Snacks,West Bengal,Online,43,8213.0,5831.13,2381.87
2022-08-18,Ragi Flour,Bihar,Online,148,29008.0,19049.11,9958.89
2022-08-18,Millet Snacks,Bihar,Online,22,2750.0,2213.51,536.49
2022-08-18,Millet Snacks,Tamil Nadu,Retail,173,26988.0,18684.95,8303.05
2022-08-18,Bajra Mix,Maharashtra,Online,163,15322.0,12053.6,3268.4
2022-08-18,Jowar Pasta,Bihar,Online,134,19698.0,14568.53,5129.47
2022-08-18,Jowar Pasta,West Bengal,Distributor,94,27166.0,23003.79,4162.21
2022-08-19,Ragi Flour,Delhi,Distributor,78,9204.0,7667.47,1536.53
2022-08-19,Ragi Flour,Delhi,Retail,120,30600.0,23908.16,6691.84
2022-08-19,Ragi Flour,Gujarat,Online,179,37769.0,28671.72,9097.28
2022-08-19,Foxtail Millet,Karnataka,Retail,20,5340.0,3672.11,1667.89
2022-08-19,Millet Snacks,UP,Retail,99,13563.0,10208.22,3354.78
2022-08-19,Foxtail Millet,Tamil Nadu,Online,41,12095.0,9418.2,2676.8
2022-08-20,Millet Cookies,West Bengal,Retail,119,28917.0,19297.95,9619.05
2022-08-20,Millet Cookies,West Bengal,Distributor,197,56539.0,44166.24,12372.76
2022-08-20,Millet Snacks,Delhi,Retail,119,24633.0,16280.9,8352.1
2022-08-20,Foxtail Millet,UP,Distributor,104,9984.0,8268.7,1715.3
2022-08-20,Jowar Pasta,Bihar,Online,68,12240.0,8405.02,3834.98
2022-08-20,Millet Snacks,UP,Online,116,20648.0,14355.63,6292.37
2022-08-21,Bajra Mix,Gujarat,Online,21,2520.0,2031.47,488.53
2022-08-21,Foxtail Millet,Delhi,Retail,154,14322.0,10563.23,3758.77
2022-08-21,Jowar Pasta,West Bengal,Retail,125,13875.0,11629.33,2245.67
2022-08-21,Ragi Flour,West Bengal,Retail,125,27000.0,20920.21,6079.79
2022-08-21,Millet Cookies,Karnataka,Distributor,28,3948.0,3286.48,661.52
2022-08-21,Foxtail Millet,Delhi,Distributor,172,38184.0,27230.7,10953.3
2022-08-22,Bajra Mix,West Bengal,Online,112,9296.0,7207.66,2088.34
2022-08-22,Ragi Flour,Bihar,Online,94,8742.0,7395.39,1346.61
2022-08-22,Bajra Mix,UP,Distributor,83,15023.0,9815.77,5207.23
2022-08-22,Bajra Mix,Delhi,Online,39,5343.0,3480.48,1862.52
2022-08-22,Ragi Flour,UP,Retail,138,39330.0,30904.63,8425.37
2022-08-22,Millet Cookies,West Bengal,Distributor,152,29944.0,25383.47,4560.53
2022-08-23,Foxtail Millet,Bihar,Distributor,51,5712.0,4054.86,1657.14
2022-08-23,Millet Snacks,Delhi,Retail,150,44550.0,32328.29,12221.71
2022-08-23,Millet Snacks,Bihar,Distributor,149,21009.0,15416.11,5592.89
2022-08-23,Millet Cookies,Bihar,Online,160,19680.0,13334.12,6345.88
2022-08-23,Ragi Flour,Delhi,Retail,60,15060.0,10151.58,4908.42
2022-08-23,Millet Cookies,Gujarat,Distributor,115,33235.0,23636.03,9598.97
2022-08-24,Foxtail Millet,Delhi,Distributor,63,9639.0,7676.25,1962.75
2022-08-24,Jowar Pasta,Gujarat,Retail,181,19729.0,13102.8,6626.2
2022-08-24,Millet Snacks,UP,Online,86,18920.0,12428.18,6491.82
2022-08-24,Ragi Flour,UP,Retail,62,16554.0,12731.4,3822.6
2022-08-24,Bajra Mix,Karnataka,Retail,30,5460.0,4542.96,917.04
2022-08-24,Bajra Mix,West Bengal,Distributor,63,6363.0,4488.64,1874.36
2022-08-25,Millet Snacks,Delhi,Online,144,29232.0,22637.15,6594.85
2022-08-25,Bajra Mix,Bihar,Online,92,17848.0,14641.0,3207.0
2022-08-25,Ragi Flour,Maharashtra,Retail,94,26884.0,17577.29,9306.71
2022-08-25,Jowar Pasta,Gujarat,Online,59,6195.0,4566.08,1628.92
2022-08-25,Jowar Pasta,Tamil Nadu,Distributor,189,44604.0,32763.3,11840.7
2022-08-25,Ragi Flour,Bihar,Online,116,22040.0,18655.78,3384.22
2022-08-26,Bajra Mix,Tamil Nadu,Retail,125,37375.0,24811.83,12563.17
2022-08-26,Ragi Flour,Delhi,Retail,41,11726.0,9655.22,2070.78
2022-08-26,Ragi Flour,Maharashtra,Online,116,11252.0,7773.46,3478.54
2022-08-26,Millet Snacks,Delhi,Retail,58,13920.0,10384.83,3535.17
2022-08-26,Ragi Flour,Bihar,Distributor,149,28608.0,23567.04,5040.96
2022-08-26,Bajra Mix,UP,Distributor,165,38610.0,30650.94,7959.06
2022-08-27,Millet Cookies,Delhi,Retail,176,46640.0,38849.65,7790.35
2022-08-27,Millet Snacks,UP,Distributor,45,11070.0,9265.35,1804.65
2022-08-27,Millet Snacks,UP,Online,170,43350.0,31435.87,11914.13
2022-08-27,Bajra Mix,Bihar,Retail,157,41134.0,28550.87,12583.13
2022-08-27,Millet Cookies,Delhi,Retail,32,4160.0,3479.93,680.07
2022-08-27,Jowar Pasta,UP,Online,139,36974.0,28961.05,8012.95
2022-08-28,Ragi Flour,Maharashtra,Online,122,18544.0,12701.84,5842.16
2022-08-28,Foxtail Millet,Maharashtra,Online,140,24220.0,18066.3,6153.7
2022-08-28,Ragi Flour,Maharashtra,Online,48,13872.0,9295.51,4576.49
2022-08-28,Ragi Flour,Delhi,Retail,192,55104.0,46706.3,8397.7
2022-08-28,Jowar Pasta,UP,Online,77,19481.0,15957.44,3523.56
2022-08-28,Millet Snacks,Gujarat,Online,61,7442.0,5382.22,2059.78
2022-08-29,Ragi Flour,Tamil Nadu,Online,21,4851.0,3160.03,1690.97
2022-08-29,Millet Snacks,Gujarat,Online,45,4860.0,3314.2,1545.8
2022-08-29,Millet Snacks,Tamil Nadu,Retail,67,9648.0,6505.85,3142.15
2022-08-29,Millet Snacks,Delhi,Distributor,156,18252.0,14673.63,3578.37
2022-08-29,Ragi Flour,Bihar,Retail,46,8510.0,5768.59,2741.41
2022-08-29,Millet Cookies,Karnataka,Retail,36,7416.0,5842.59,1573.41
2022-08-30,Bajra Mix,Karnataka,Online,95,26885.0,18642.61,8242.39
2022-08-30,Millet Snacks,UP,Online,177,26196.0,18542.32,7653.68
2022-08-30,Jowar Pasta,West Bengal,Online,110,30030.0,22748.21,7281.79
2022-08-30,Ragi Flour,Gujarat,Distributor,193,47092.0,39866.77,7225.23
2022-08-30,Millet Cookies,Gujarat,Online,106,21200.0,13839.42,7360.58
2022-08-30,Ragi Flour,Maharashtra,Online,21,3822.0,2942.45,879.55
2022-08-31,Bajra Mix,West Bengal,Retail,104,17888.0,14180.56,3707.44
2022-08-31,Foxtail Millet,UP,Distributor,44,9196.0,7385.39,1810.61
2022-08-31,Bajra Mix,UP,Retail,86,6880.0,4709.2,2170.8
2022-08-31,Foxtail Millet,Maharashtra,Retail,76,14744.0,11479.86,3264.14
2022-08-31,Millet Snacks,West Bengal,Distributor,41,7462.0,5228.17,2233.83
2022-08-31,Millet Snacks,Maharashtra,Retail,178,26344.0,19520.68,6823.32
2022-09-01,Millet Snacks,Bihar,Distributor,35,6825.0,5006.8,1818.2
2022-09-01,Foxtail Millet,Delhi,Online,108,27324.0,22774.8,4549.2
2022-09-01,Millet Snacks,Tamil Nadu,Online,191,41256.0,27657.13,13598.87
2022-09-01,Bajra Mix,West Bengal,Online,34,3910.0,2617.07,1292.93
2022-09-01,Foxtail Millet,UP,Retail,93,9579.0,7763.3,1815.7
2022-09-01,Bajra Mix,Gujarat,Distributor,79,10586.0,7786.09,2799.91
2022-09-02,Bajra Mix,Delhi,Retail,170,15810.0,12114.64,3695.36
2022-09-02,Ragi Flour,Bihar,Retail,164,16728.0,12591.23,4136.77
2022-09-02,Ragi Flour,Delhi,Distributor,112,11088.0,8503.16,2584.84
2022-09-02,Foxtail Millet,Gujarat,Retail,170,45730.0,37469.2,8260.8
2022-09-02,Bajra Mix,Bihar,Retail,179,47972.0,38147.92,9824.08
2022-09-02,Jowar Pasta,Maharashtra,Distributor,139,25020.0,18903.92,6116.08
2022-09-03,Ragi Flour,Karnataka,Distributor,107,17548.0,11779.15,5768.85
2022-09-03,Bajra Mix,West Bengal,Retail,146,28032.0,18417.92,9614.08
2022-09-03,Jowar Pasta,Delhi,Distributor,31,3534.0,2613.25,920.75
2022-09-03,Bajra Mix,Maharashtra,Retail,51,6120.0,4586.96,1533.04
2022-09-03,Jowar Pasta,Karnataka,Retail,85,18360.0,14538.54,3821.46
2022-09-03,Foxtail Millet,UP,Online,122,16348.0,12469.39,3878.61
2022-09-04,Millet Snacks,West Bengal,Distributor,194,55484.0,41198.09,14285.91
2022-09-04,Ragi Flour,UP,Distributor,65,13065.0,9612.92,3452.08
2022-09-04,Jowar Pasta,Gujarat,Retail,125,12000.0,9046.1,2953.9
2022-09-04,Millet Cookies,Tamil Nadu,Distributor,43,8084.0,6197.64,1886.36
2022-09-04,Jowar Pasta,Bihar,Online,51,9945.0,7547.91,2397.09
2022-09-04,Bajra Mix,West Bengal,Distributor,156,22308.0,14669.96,7638.04
2022-09-05,Millet Snacks,Delhi,Distributor,177,23364.0,15700.95,7663.05
2022-09-05,Jowar Pasta,Gujarat,Online,50,12800.0,10334.01,2465.99
2022-09-05,Millet Cookies,UP,Online,166,36354.0,27906.25,8447.75
2022-09-05,Jowar Pasta,West Bengal,Retail,48,9264.0,6382.89,2881.11
2022-09-05,Millet Cookies,Delhi,Online,151,44243.0,37015.4,7227.6
2022-09-05,Jowar Pasta,Delhi,Online,94,22090.0,15956.34,6133.66
2022-09-06,Jowar Pasta,Tamil Nadu,Retail,158,15326.0,10477.22,4848.78
2022-09-06,Bajra Mix,UP,Distributor,156,34008.0,26048.57,7959.43
2022-09-06,Millet Cookies,Maharashtra,Retail,186,29202.0,21932.77,7269.23
2022-09-06,Jowar Pasta,Gujarat,Retail,40,8680.0,6897.7,1782.3
2022-09-06,Jowar Pasta,Tamil Nadu,Distributor,168,44856.0,37438.38,7417.62
2022-09-06,Bajra Mix,Gujarat,Retail,88,7304.0,4837.69,2466.31
2022-09-07,Ragi Flour,Bihar,Online,182,32760.0,25549.81,7210.19
2022-09-07,Bajra Mix,Bihar,Online,100,12200.0,8319.28,3880.72
2022-09-07,Millet Snacks,UP,Distributor,86,18834.0,12885.52,5948.48
2022-09-07,Foxtail Millet,Delhi,Distributor,162,37260.0,28002.77,9257.23
2022-09-07,Millet Snacks,Karnataka,Distributor,191,45267.0,36690.69,8576.31
2022-09-07,Millet Snacks,UP,Online,107,9095.0,6378.92,2716.08
2022-09-08,Foxtail Millet,Tamil Nadu,Distributor,53,13091.0,10963.66,2127.34
2022-09-08,Jowar Pasta,UP,Distributor,43,6192.0,5164.91,1027.09
2022-09-08,Millet Cookies,Bihar,Online,175,35525.0,23100.26,12424.74
2022-09-08,Foxtail Millet,Delhi,Online,182,35490.0,29796.39,5693.61
2022-09-08,Millet Cookies,Maharashtra,Distributor,43,9245.0,6927.31,2317.69
2022-09-08,Foxtail Millet,West Bengal,Online,119,9996.0,6706.99,3289.01
2022-09-09,Bajra Mix,UP,Online,82,20828.0,13601.98,7226.02
2022-09-09,Foxtail Millet,Delhi,Online,146,36062.0,24813.41,11248.59
2022-09-09,Millet Snacks,Gujarat,Online,72,15192.0,10088.72,5103.28
2022-09-09,Millet Cookies,Tamil Nadu,Retail,26,6110.0,3976.34,2133.66
2022-09-09,Millet Cookies,Gujarat,Online,167,27054.0,21070.81,5983.19
2022-09-09,Jowar Pasta,Tamil Nadu,Online,26,5980.0,4987.07,992.93
2022-09-10,Millet Snacks,Delhi,Distributor,166,22742.0,17057.82,5684.18
2022-09-10,Jowar Pasta,Delhi,Retail,67,16884.0,13667.33,3216.67
2022-09-10,Millet Cookies,UP,Retail,166,19588.0,13413.77,6174.23
2022-09-10,Jowar Pasta,Tamil Nadu,Distributor,87,19662.0,15216.75,4445.25
